MSA Code,State FIP,County FIP,Census Tract,SCCT,MFI,MHI,LMI%,Census Tract Income Indicator,Total persons,Total families,Total households,HMM%,Census Tract Minority Indicator,MSA Name,County
18140,39,41,11102,39041011102,84088,66715,139.79,Upper,5416,1568,2142,7.85,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11200,39041011200,84088,66715,125.9,Upper,3264,899,1432,10.08,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11411,39041011411,84088,66715,174.44,Upper,3321,1147,1325,13.37,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11412,39041011412,84088,66715,233.01,Upper,4769,1386,1538,17.76,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11421,39041011421,84088,66715,195.72,Upper,7521,1808,2160,17.42,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11423,39041011423,84088,66715,204.69,Upper,7079,2065,2165,13.86,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11430,39041011430,84088,66715,204.48,Upper,3016,849,1254,19.79,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11431,39041011431,84088,66715,103.31,Middle,1266,349,426,7.42,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11432,39041011432,84088,66715,160.9,Upper,7545,2051,2449,17.15,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11520,39041011520,84088,66715,141.78,Upper,3962,1177,1556,23.27,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11530,39041011530,84088,66715,158.14,Upper,4079,1112,1317,34.84,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11540,39041011540,84088,66715,203.17,Upper,7067,1653,1938,22.5,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11561,39041011561,84088,66715,112.14,Middle,7079,1215,1640,46.63,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11562,39041011562,84088,66715,189.71,Upper,8697,1606,1885,33.75,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11563,39041011563,84088,66715,197.95,Upper,6191,1745,2040,33.66,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11564,39041011564,84088,66715,194.38,Upper,5203,1348,1444,19.3,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11565,39041011565,84088,66715,189.58,Upper,4519,1153,1164,15.22,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11604,39041011604,84088,66715,124.53,Upper,9560,1893,2290,13.94,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11710,39041011710,84088,66715,162.12,Upper,6772,1959,2566,15.39,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11740,39041011740,84088,66715,197.87,Upper,5178,1784,1943,15.87,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11760,39041011760,84088,66715,133.72,Upper,4881,1414,1861,11.47,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11762,39041011762,84088,66715,159.32,Upper,5684,1819,2303,16.54,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11763,39041011763,84088,66715,232.7,Upper,5157,1502,1612,16.62,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11764,39041011764,84088,66715,160.2,Upper,2569,613,902,10.28,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11765,39041011765,84088,66715,154.94,Upper,2439,697,867,17.71,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11766,39041011766,84088,66715,157.62,Upper,4591,1411,1704,17.23,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,11900,39041011900,84088,66715,217.53,Upper,6557,1426,2017,22.62,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,12000,39041012000,84088,66715,136.53,Upper,5851,1696,2044,7.61,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,12100,39041012100,84088,66715,183.83,Upper,9973,2286,2777,24.64,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,12200,39041012200,84088,66715,104.97,Middle,5125,1497,2097,14.75,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,12300,39041012300,84088,66715,116.76,Middle,4730,1240,1678,7.93,Non-Minority,"Columbus, OH",Delaware County
18140,39,41,12400,39041012400,84088,66715,133.92,Upper,10232,1390,2773,45.5,Non-Minority,"Columbus, OH",Delaware County
41780,39,43,40100,39043040100,75043,58871,104.73,Middle,5593,1530,2284,8.64,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,40200,39043040200,75043,58871,103.38,Middle,3901,1289,1598,8.46,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,40300,39043040300,75043,58871,114,Middle,5920,1719,2313,7.74,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,40400,39043040400,75043,58871,108.87,Middle,5921,1702,2517,6.86,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,40500,39043040500,75043,58871,123.19,Upper,4487,1090,1831,10.05,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,40700,39043040700,75043,58871,77.76,Moderate,3805,971,1739,39.26,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,40801,39043040801,75043,58871,39.82,Low,2585,571,1165,40.12,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,40802,39043040802,75043,58871,95.18,Middle,1624,228,813,36.33,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,40900,39043040900,75043,58871,67.88,Moderate,3300,796,1439,25.82,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,41000,39043041000,75043,58871,66.44,Moderate,2850,558,1194,46.7,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,41100,39043041100,75043,58871,77.81,Moderate,4052,1164,1650,43.48,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,41200,39043041200,75043,58871,67.9,Moderate,2472,719,1153,46.52,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,41300,39043041300,75043,58871,68.75,Moderate,3585,925,1667,36.6,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,41400,39043041400,75043,58871,115.93,Middle,2866,682,935,18.98,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,41600,39043041600,75043,58871,113.92,Middle,5685,1539,2062,12.44,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,41701,39043041701,75043,58871,96.67,Middle,3519,856,1207,7.79,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,41702,39043041702,75043,58871,87.59,Middle,2729,665,1224,9.71,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,41800,39043041800,75043,58871,114.37,Middle,6103,1724,2365,7.98,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,41900,39043041900,75043,58871,122.67,Upper,4625,1270,2163,13.58,Non-Minority,"Sandusky, OH",Erie County
41780,39,43,990100,39043990100,75043,58871,0,Unknown,0,0,0,0,Non-Minority,"Sandusky, OH",Erie County
18140,39,45,30100,39045030100,84088,66715,88.26,Middle,3669,1092,1672,6.13,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,30200,39045030200,84088,66715,83.24,Middle,3004,800,1139,6.13,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,30300,39045030300,84088,66715,65.1,Moderate,3418,776,1360,7.23,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,30400,39045030400,84088,66715,132.02,Upper,4796,1425,1642,6.44,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,30601,39045030601,84088,66715,139.53,Upper,7918,1918,2214,30.17,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,30602,39045030602,84088,66715,155.04,Upper,4044,1167,1386,40.73,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,30700,39045030700,84088,66715,118.66,Middle,4209,1058,1373,13.49,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,30800,39045030800,84088,66715,149.38,Upper,5950,1443,1807,7.09,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,30901,39045030901,84088,66715,113.45,Middle,5146,1436,1883,8.32,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,30902,39045030902,84088,66715,94.24,Middle,3996,1197,1494,5.26,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,31000,39045031000,84088,66715,119.26,Middle,5646,1550,2293,6,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,31100,39045031100,84088,66715,88.11,Middle,6303,1910,2471,6.38,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,31200,39045031200,84088,66715,86.34,Middle,4905,1406,1914,6.32,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,31300,39045031300,84088,66715,78.97,Moderate,3187,847,1333,10.23,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,31401,39045031401,84088,66715,119.19,Middle,2594,664,939,6.09,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,31402,39045031402,84088,66715,76.5,Moderate,4296,1046,2029,8.82,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,31500,39045031500,84088,66715,57.78,Moderate,2984,702,1325,10.92,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,31600,39045031600,84088,66715,53.28,Moderate,6763,1453,2690,8.37,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,31700,39045031700,84088,66715,56.08,Moderate,3920,838,1455,12.45,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,32000,39045032000,84088,66715,62.21,Moderate,3290,777,1399,10.85,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,32100,39045032100,84088,66715,73.98,Moderate,3371,923,1295,8.19,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,32200,39045032200,84088,66715,65.6,Moderate,3580,833,1234,11.03,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,32300,39045032300,84088,66715,51.97,Moderate,3998,1014,1803,7.75,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,32501,39045032501,84088,66715,98.91,Middle,3554,906,1170,6.36,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,32502,39045032502,84088,66715,77.04,Moderate,2902,568,682,26.98,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,32601,39045032601,84088,66715,94.12,Middle,3244,927,1217,5.64,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,32602,39045032602,84088,66715,90.67,Middle,3562,1030,1249,6.93,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,32701,39045032701,84088,66715,122.84,Upper,4515,1261,1660,46.69,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,32703,39045032703,84088,66715,91.1,Middle,4021,847,984,71.45,Majority Minority,"Columbus, OH",Fairfield County
18140,39,45,32704,39045032704,84088,66715,41.21,Low,4444,806,1852,67.44,Majority Minority,"Columbus, OH",Fairfield County
18140,39,45,32800,39045032800,84088,66715,134.83,Upper,4235,1244,1468,20.94,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,32901,39045032901,84088,66715,153.31,Upper,6223,1327,1726,18.83,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,32902,39045032902,84088,66715,163.14,Upper,5957,1596,1770,22.6,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,33000,39045033000,84088,66715,139.04,Upper,5365,1338,1710,24.55,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,33101,39045033101,84088,66715,94.25,Middle,4488,1104,1536,25.11,Non-Minority,"Columbus, OH",Fairfield County
18140,39,45,33102,39045033102,84088,66715,102.37,Middle,5424,1398,1897,31.9,Non-Minority,"Columbus, OH",Fairfield County
99999,39,47,925800,39047925800,66160,53554,113.96,Middle,3773,1048,1391,9.49,Non-Minority,Non-MSA,Fayette County
99999,39,47,925900,39047925900,66160,53554,85.89,Middle,3497,1121,1435,8.66,Non-Minority,Non-MSA,Fayette County
99999,39,47,926000,39047926000,66160,53554,82.36,Middle,4181,921,1575,8.08,Non-Minority,Non-MSA,Fayette County
99999,39,47,926100,39047926100,66160,53554,67.57,Moderate,4769,1315,2029,12.54,Non-Minority,Non-MSA,Fayette County
99999,39,47,926200,39047926200,66160,53554,106.05,Middle,4667,1394,2113,10.03,Non-Minority,Non-MSA,Fayette County
99999,39,47,926300,39047926300,66160,53554,99.19,Middle,3594,1077,1544,9.04,Non-Minority,Non-MSA,Fayette County
99999,39,47,926400,39047926400,66160,53554,106.5,Middle,4470,1166,1650,6.73,Non-Minority,Non-MSA,Fayette County
18140,39,49,110,39049000110,84088,66715,113.54,Middle,3489,862,1802,9.31,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,120,39049000120,84088,66715,184.96,Upper,3220,813,1659,9.1,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,210,39049000210,84088,66715,141.31,Upper,3049,748,1540,11.97,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,220,39049000220,84088,66715,142.12,Upper,4186,1347,1796,10.42,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,310,39049000310,84088,66715,73.86,Moderate,3377,684,1299,38.79,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,320,39049000320,84088,66715,55,Moderate,2505,717,1179,29.5,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,330,39049000330,84088,66715,36.42,Low,2427,556,1028,44.33,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,410,39049000410,84088,66715,109.79,Middle,2439,387,1101,12.83,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,420,39049000420,84088,66715,152.25,Upper,3316,908,1578,11.34,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,500,39049000500,84088,66715,104.05,Middle,4187,804,1985,20.18,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,600,39049000600,84088,66715,88.89,Middle,3839,586,1682,19.61,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,710,39049000710,84088,66715,47.72,Low,3339,978,1480,50.61,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,720,39049000720,84088,66715,33.12,Low,2583,624,1024,79.06,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,730,39049000730,84088,66715,21.42,Low,3629,861,1318,91.79,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,810,39049000810,84088,66715,56.37,Moderate,2747,605,1180,46.27,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,820,39049000820,84088,66715,67.74,Moderate,3193,873,1427,60.01,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,910,39049000910,84088,66715,43.51,Low,3693,664,1276,77.77,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,920,39049000920,84088,66715,37.68,Low,2209,519,672,81.98,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,1000,39049001000,84088,66715,60.86,Moderate,5613,371,1984,23.16,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,1110,39049001110,84088,66715,93.65,Middle,3751,82,920,31.86,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,1121,39049001121,84088,66715,0,Unknown,12131,0,47,11.43,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,1122,39049001122,84088,66715,66.6,Moderate,3268,197,582,24.33,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,1200,39049001200,84088,66715,41.12,Low,5201,84,990,23.82,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,1301,39049001301,84088,66715,0,Unknown,2903,252,1006,30.35,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,1302,39049001302,84088,66715,0,Unknown,3039,38,541,19.28,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,1400,39049001400,84088,66715,35.74,Low,1531,393,589,85.89,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,1500,39049001500,84088,66715,36.22,Low,2092,477,784,93.45,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,1600,39049001600,84088,66715,40.13,Low,2399,350,1032,48.15,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,1700,39049001700,84088,66715,38.45,Low,3994,224,1335,40.44,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,1810,39049001810,84088,66715,13.24,Low,4324,187,1618,32.65,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,1820,39049001820,84088,66715,158.06,Upper,2478,343,1284,21.79,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,1901,39049001901,84088,66715,159.8,Upper,4059,244,1792,24.37,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,1902,39049001902,84088,66715,111.14,Middle,4063,493,2894,15.95,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,2000,39049002000,84088,66715,204.21,Upper,3259,555,1638,18.2,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,2100,39049002100,84088,66715,165.21,Upper,2456,192,1392,17.26,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,2200,39049002200,84088,66715,102.57,Middle,4279,386,1855,21.99,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,2300,39049002300,84088,66715,42.32,Low,1503,345,569,77.84,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,2510,39049002510,84088,66715,47.81,Low,3144,705,1199,86.99,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,2520,39049002520,84088,66715,75.12,Moderate,2784,641,1372,68.5,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,2600,39049002600,84088,66715,31.1,Low,3920,737,1620,79.74,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,2710,39049002710,84088,66715,42.88,Low,1908,527,1200,78.46,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,2730,39049002730,84088,66715,38.27,Low,2183,537,969,82.64,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,2740,39049002740,84088,66715,136.01,Upper,2447,702,1088,28.48,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,2750,39049002750,84088,66715,27.78,Low,2554,649,1003,81.36,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,2760,39049002760,84088,66715,68.29,Moderate,3331,733,1740,47.28,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,2770,39049002770,84088,66715,42.61,Low,2300,462,909,84,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,2780,39049002780,84088,66715,108,Middle,2353,535,1245,43.9,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,2800,39049002800,84088,66715,40.52,Low,2461,299,1028,79.48,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,2900,39049002900,84088,66715,16.59,Low,2887,580,1128,88.47,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,3000,39049003000,84088,66715,155.34,Upper,4189,275,1759,26,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,3200,39049003200,84088,66715,120.82,Upper,3500,362,1572,19.77,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,3600,39049003600,84088,66715,106.23,Middle,2039,325,1050,64.64,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,3700,39049003700,84088,66715,86.48,Middle,3389,628,1465,57.33,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,3800,39049003800,84088,66715,0,Unknown,2105,335,1201,41.38,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,4001,39049004001,84088,66715,0,Unknown,1253,91,1050,31.21,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,4002,39049004002,84088,66715,138.71,Upper,4245,121,1465,38.7,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,4200,39049004200,84088,66715,19.09,Low,1107,83,289,42.28,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,4301,39049004301,84088,66715,145.32,Upper,3532,524,1786,18.04,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,4302,39049004302,84088,66715,34.39,Low,1740,333,657,45.92,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,4500,39049004500,84088,66715,54.98,Moderate,5048,1185,2009,41.64,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,4610,39049004610,84088,66715,94.91,Middle,3298,992,1649,20.47,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,4620,39049004620,84088,66715,42.49,Low,2609,578,881,46.34,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,4700,39049004700,84088,66715,49.05,Low,5138,1101,1698,58,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,4810,39049004810,84088,66715,70.85,Moderate,2929,575,1247,34.11,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,4820,39049004820,84088,66715,57.43,Moderate,2685,598,920,46.29,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,4900,39049004900,84088,66715,48.58,Low,5686,961,1792,47.91,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,5001,39049005001,84088,66715,35.67,Low,1647,300,741,35.76,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,5002,39049005002,84088,66715,0,Unknown,3095,1232,1702,42.13,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,5100,39049005100,84088,66715,20.54,Low,2548,457,749,67.15,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,5200,39049005200,84088,66715,103.12,Middle,3125,791,1974,14.94,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,5300,39049005300,84088,66715,47.12,Low,2676,541,1125,64.24,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,5410,39049005410,84088,66715,32.67,Low,1418,351,641,81.59,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,5420,39049005420,84088,66715,0,Unknown,2082,338,721,85.21,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,5500,39049005500,84088,66715,43.53,Low,4062,922,1863,83.68,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,5610,39049005610,84088,66715,45.04,Low,1646,375,725,60.81,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,5620,39049005620,84088,66715,46.97,Low,2422,418,898,51.07,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,5700,39049005700,84088,66715,151.01,Upper,3715,985,2301,12.57,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,5810,39049005810,84088,66715,126.05,Upper,2719,623,1516,14.6,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,5820,39049005820,84088,66715,106.26,Middle,2127,501,1091,19.23,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,5900,39049005900,84088,66715,49.65,Low,2365,560,877,73.36,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,6000,39049006000,84088,66715,48.06,Low,2224,432,782,48.34,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6100,39049006100,84088,66715,40.03,Low,2534,412,898,42.11,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6236,39049006236,84088,66715,232.42,Upper,6192,1674,1925,17.6,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6237,39049006237,84088,66715,121.7,Upper,5953,1529,3079,24.68,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6238,39049006238,84088,66715,152.3,Upper,1892,571,739,22.04,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6239,39049006239,84088,66715,130.07,Upper,6516,1668,2593,49.98,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6240,39049006240,84088,66715,98.56,Middle,5998,946,2348,27.48,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6241,39049006241,84088,66715,109.23,Middle,9531,2095,3161,38.25,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6301,39049006301,84088,66715,95.57,Middle,3155,679,1179,30.02,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6302,39049006302,84088,66715,65.13,Moderate,4613,1191,1829,39.06,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6310,39049006310,84088,66715,222.42,Upper,4857,1215,1518,13.47,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6321,39049006321,84088,66715,179.23,Upper,4436,1118,1423,14.45,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6323,39049006323,84088,66715,165.38,Upper,3570,987,1504,16.39,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6330,39049006330,84088,66715,137.38,Upper,4941,1205,2028,13.56,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6340,39049006340,84088,66715,172.37,Upper,3392,1039,1479,19.63,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6351,39049006351,84088,66715,97.76,Middle,4116,1004,2061,24.27,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6352,39049006352,84088,66715,76.04,Moderate,3290,413,1842,41.06,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6353,39049006353,84088,66715,91.87,Middle,4806,974,2770,36.97,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6372,39049006372,84088,66715,81.16,Middle,7614,1697,2844,41.88,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6384,39049006384,84088,66715,128.17,Upper,6276,1494,2313,26.59,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6386,39049006386,84088,66715,116.25,Middle,6014,975,2214,33.62,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6387,39049006387,84088,66715,129.42,Upper,6512,1576,2458,29.01,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6391,39049006391,84088,66715,233.75,Upper,5664,1557,1824,15.18,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6392,39049006392,84088,66715,195.8,Upper,4644,1317,1571,14.49,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6393,39049006393,84088,66715,141.59,Upper,5343,1502,1989,22.38,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6394,39049006394,84088,66715,124.55,Upper,2753,684,1207,20.05,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6395,39049006395,84088,66715,94.76,Middle,3713,663,2013,35.95,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6396,39049006396,84088,66715,95.73,Middle,5472,1142,2554,30.94,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6397,39049006397,84088,66715,96.21,Middle,6680,1604,2468,35.7,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6398,39049006398,84088,66715,210.05,Upper,3592,1025,1283,33.55,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6410,39049006410,84088,66715,209.07,Upper,2943,723,1142,13.08,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6430,39049006430,84088,66715,157.63,Upper,4946,1383,1951,17.65,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6500,39049006500,84088,66715,235.56,Upper,3827,883,1219,8.49,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6600,39049006600,84088,66715,256.22,Upper,4204,1082,1566,10.11,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6710,39049006710,84088,66715,135.27,Upper,2894,765,1260,14.31,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6721,39049006721,84088,66715,197,Upper,3763,1087,1570,9.04,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6722,39049006722,84088,66715,99.46,Middle,2953,767,1100,18.59,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6810,39049006810,84088,66715,130.95,Upper,2354,655,987,10.32,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6821,39049006821,84088,66715,60.83,Moderate,3619,655,1860,30.56,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6822,39049006822,84088,66715,114.46,Middle,1907,534,953,12.74,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6910,39049006910,84088,66715,198.2,Upper,1698,500,626,9.36,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6921,39049006921,84088,66715,65.27,Moderate,3861,904,1593,47.86,Non-Minority,"Columbus, OH",Franklin County
18140,39,49,6923,39049006923,84088,66715,81.81,Middle,3957,1201,1549,56.41,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,6924,39049006924,84088,66715,65.11,Moderate,4245,907,1634,63.02,Majority Minority,"Columbus, OH",Franklin County
18140,39,49,6931,39049006931,84088,66715,56.03,Moderate,6882,1756,2591,74.83,Majority Minority,"Columbus, OH",Franklin County
