MSA Code,State FIP,County FIP,Census Tract,SCCT,MFI,MHI,LMI%,Census Tract Income Indicator,Total persons,Total families,Total households,HMM%,Census Tract Minority Indicator,MSA Name,County
17410,39,85,202902,39085202902,75548,56674,91,Middle,1641,448,739,7.74,Non-Minority,"Cleveland, OH",Lake County
17410,39,85,203000,39085203000,75548,56674,122.11,Upper,6477,1675,2485,8.07,Non-Minority,"Cleveland, OH",Lake County
17410,39,85,203200,39085203200,75548,56674,84.34,Middle,3453,1009,1720,13.93,Non-Minority,"Cleveland, OH",Lake County
17410,39,85,203400,39085203400,75548,56674,118.71,Middle,4363,1076,1779,9.42,Non-Minority,"Cleveland, OH",Lake County
17410,39,85,203500,39085203500,75548,56674,144.39,Upper,6709,2011,2664,8.32,Non-Minority,"Cleveland, OH",Lake County
17410,39,85,203700,39085203700,75548,56674,161.04,Upper,3215,880,1260,6.87,Non-Minority,"Cleveland, OH",Lake County
17410,39,85,204000,39085204000,75548,56674,78.12,Moderate,3108,676,1511,11.42,Non-Minority,"Cleveland, OH",Lake County
17410,39,85,204200,39085204200,75548,56674,65.21,Moderate,4332,898,1268,62.97,Majority Minority,"Cleveland, OH",Lake County
17410,39,85,204303,39085204303,75548,56674,124.22,Upper,2660,630,985,22.48,Non-Minority,"Cleveland, OH",Lake County
17410,39,85,204304,39085204304,75548,56674,75.2,Moderate,6572,1116,2240,41.77,Non-Minority,"Cleveland, OH",Lake County
17410,39,85,204400,39085204400,75548,56674,72.22,Moderate,3114,803,1414,44.64,Non-Minority,"Cleveland, OH",Lake County
17410,39,85,204500,39085204500,75548,56674,65.39,Moderate,3622,781,1365,52.76,Majority Minority,"Cleveland, OH",Lake County
17410,39,85,204700,39085204700,75548,56674,120.43,Upper,4705,1118,1881,19.15,Non-Minority,"Cleveland, OH",Lake County
17410,39,85,204800,39085204800,75548,56674,104.01,Middle,5424,1436,2348,12.11,Non-Minority,"Cleveland, OH",Lake County
17410,39,85,204900,39085204900,75548,56674,143.18,Upper,5728,1595,2319,11.57,Non-Minority,"Cleveland, OH",Lake County
17410,39,85,205001,39085205001,75548,56674,140.19,Upper,5964,1413,2291,8.92,Non-Minority,"Cleveland, OH",Lake County
17410,39,85,205002,39085205002,75548,56674,131.5,Upper,5851,1629,2270,9.62,Non-Minority,"Cleveland, OH",Lake County
